configuration,evaluation_scope,file_name,perturbation,status,rejection_reason,original_prediction_kg,perturbed_prediction_kg,delta_kg
random_forest,baseline,30c7b78b-74cc-4b24-a900-94f08c564d8b.png,shift_left,eligible,,305.744878,305.744878,0.000000
random_forest,baseline,30c7b78b-74cc-4b24-a900-94f08c564d8b.png,shift_right,eligible,,305.744878,305.744878,0.000000
random_forest,baseline,30c7b78b-74cc-4b24-a900-94f08c564d8b.png,shift_up,eligible,,305.744878,305.744878,0.000000
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,contraction,eligible,,254.904173,207.676823,-47.227350
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,expansion,eligible,,254.904173,342.994467,88.090294
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,scale_grow,eligible,,254.904173,297.871195,42.967022
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,scale_shrink,eligible,,254.904173,216.271335,-38.632838
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,shift_down,eligible,,254.904173,254.904173,0.000000
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,shift_left,eligible,,254.904173,254.904173,0.000000
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,shift_right,eligible,,254.904173,254.904173,0.000000
random_forest,baseline,3406b870-8c8b-451e-9e8f-681a9e974b8a.png,shift_up,eligible,,254.904173,254.904173,0.000000
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,contraction,eligible,,88.380744,82.749328,-5.631416
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,expansion,eligible,,88.380744,95.520965,7.140221
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,scale_grow,eligible,,88.380744,89.117608,0.736863
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,scale_shrink,eligible,,88.380744,82.229937,-6.150808
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,shift_down,eligible,,88.380744,88.380744,0.000000
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,shift_left,eligible,,88.380744,88.380744,0.000000
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,shift_right,eligible,,88.380744,88.380744,0.000000
random_forest,baseline,35116c5d-caf9-4f61-b979-059faee29dc6.png,shift_up,eligible,,88.380744,88.380744,0.000000
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,contraction,eligible,,92.922391,88.546527,-4.375864
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,expansion,eligible,,92.922391,161.221465,68.299074
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,scale_grow,eligible,,92.922391,113.765388,20.842998
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,scale_shrink,eligible,,92.922391,90.444374,-2.478016
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,shift_down,eligible,,92.922391,92.922391,0.000000
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,shift_left,eligible,,92.922391,92.922391,0.000000
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,shift_right,eligible,,92.922391,92.922391,0.000000
random_forest,baseline,3513352c-1a25-42e2-8ff7-9ce969791a3e.png,shift_up,eligible,,92.922391,92.922391,0.000000
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,contraction,rejected,contraction_topology_violation,356.526238,,
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,expansion,rejected,contraction_topology_violation,356.526238,,
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,scale_grow,eligible,,356.526238,360.368143,3.841905
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,scale_shrink,eligible,,356.526238,351.465774,-5.060464
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,shift_down,eligible,,356.526238,356.526238,0.000000
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,shift_left,eligible,,356.526238,356.526238,0.000000
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,shift_right,eligible,,356.526238,356.526238,0.000000
random_forest,baseline,35b92251-6e7f-4ced-a397-6a785d7b34b6.png,shift_up,eligible,,356.526238,356.526238,0.000000
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,contraction,eligible,,104.482664,93.630618,-10.852046
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,expansion,eligible,,104.482664,151.112596,46.629932
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,scale_grow,eligible,,104.482664,116.249663,11.766999
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,scale_shrink,eligible,,104.482664,91.005329,-13.477335
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,shift_down,eligible,,104.482664,104.482664,0.000000
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,shift_left,eligible,,104.482664,104.482664,0.000000
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,shift_right,eligible,,104.482664,104.482664,0.000000
random_forest,baseline,35ed6e96-4f34-4be3-bc8b-a60d7d857b61.png,shift_up,eligible,,104.482664,104.482664,0.000000
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,contraction,eligible,,190.070627,162.308634,-27.761993
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,expansion,eligible,,190.070627,380.247876,190.177249
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,scale_grow,eligible,,190.070627,232.258235,42.187608
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,scale_shrink,eligible,,190.070627,175.804074,-14.266553
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,shift_down,eligible,,190.070627,190.070627,0.000000
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,shift_left,eligible,,190.070627,190.070627,0.000000
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,shift_right,eligible,,190.070627,190.070627,0.000000
random_forest,baseline,37a9f607-5473-4249-bb13-7aed1cc13352.png,shift_up,eligible,,190.070627,190.070627,0.000000
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,contraction,eligible,,105.370456,89.513350,-15.857106
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,expansion,eligible,,105.370456,140.421204,35.050749
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,scale_grow,eligible,,105.370456,109.539692,4.169236
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,scale_shrink,eligible,,105.370456,90.462595,-14.907860
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,shift_down,eligible,,105.370456,105.370456,0.000000
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,shift_left,eligible,,105.370456,105.370456,0.000000
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,shift_right,eligible,,105.370456,105.370456,0.000000
random_forest,baseline,3994dc59-f2a5-4368-90e9-52cd405e1da8.png,shift_up,eligible,,105.370456,105.370456,0.000000
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,contraction,eligible,,312.361487,314.854004,2.492517
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,expansion,eligible,,312.361487,350.448697,38.087210
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,scale_grow,eligible,,312.361487,312.349479,-0.012008
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,scale_shrink,eligible,,312.361487,312.389299,0.027812
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,shift_down,eligible,,312.361487,312.361487,0.000000
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,shift_left,eligible,,312.361487,312.361487,0.000000
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,shift_right,eligible,,312.361487,312.361487,0.000000
random_forest,baseline,3b556a70-fdd6-456c-93e8-cc544913ddf6.png,shift_up,eligible,,312.361487,312.361487,0.000000
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,contraction,eligible,,80.032425,81.690099,1.657674
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,expansion,eligible,,80.032425,97.270353,17.237927
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,scale_grow,eligible,,80.032425,86.217849,6.185424
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,scale_shrink,eligible,,80.032425,75.001463,-5.030962
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,shift_down,eligible,,80.032425,80.032425,0.000000
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,shift_left,eligible,,80.032425,80.032425,0.000000
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,shift_right,eligible,,80.032425,80.032425,0.000000
random_forest,baseline,3bc2becd-88fd-4baa-b867-2371702107f3.png,shift_up,eligible,,80.032425,80.032425,0.000000
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,contraction,eligible,,421.960043,429.769796,7.809752
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,expansion,eligible,,421.960043,430.259471,8.299428
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,scale_grow,eligible,,421.960043,433.278442,11.318398
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,scale_shrink,eligible,,421.960043,426.991072,5.031028
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,shift_down,rejected,shift_cuts_foreground,421.960043,,
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,shift_left,eligible,,421.960043,421.960043,0.000000
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,shift_right,eligible,,421.960043,421.960043,0.000000
random_forest,baseline,3d2866c1-9664-4909-9490-a353d1e4d8ee.png,shift_up,eligible,,421.960043,421.960043,0.000000
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,contraction,eligible,,149.333807,93.751383,-55.582424
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,expansion,eligible,,149.333807,186.999393,37.665586
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,scale_grow,eligible,,149.333807,162.444039,13.110232
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,scale_shrink,eligible,,149.333807,103.947495,-45.386312
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,shift_down,eligible,,149.333807,149.333807,0.000000
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,shift_left,eligible,,149.333807,149.333807,0.000000
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,shift_right,eligible,,149.333807,149.333807,0.000000
random_forest,baseline,3dd2b459-3060-4fa5-a6c3-98d874571b01.png,shift_up,eligible,,149.333807,149.333807,0.000000
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,contraction,eligible,,377.233985,330.928219,-46.305766
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,expansion,eligible,,377.233985,472.329433,95.095448
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,scale_grow,eligible,,377.233985,379.682649,2.448664
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,scale_shrink,eligible,,377.233985,360.534449,-16.699535
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,shift_down,eligible,,377.233985,377.233985,0.000000
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,shift_left,eligible,,377.233985,377.233985,0.000000
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,shift_right,eligible,,377.233985,377.233985,0.000000
random_forest,baseline,3f85b0ba-7644-493c-b161-85a2967039b8.png,shift_up,eligible,,377.233985,377.233985,0.000000
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,contraction,eligible,,434.700558,297.602493,-137.098065
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,expansion,eligible,,434.700558,419.926055,-14.774502
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,scale_grow,eligible,,434.700558,430.694061,-4.006497
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,scale_shrink,eligible,,434.700558,422.519731,-12.180826
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,shift_down,eligible,,434.700558,434.700558,0.000000
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,shift_left,eligible,,434.700558,434.700558,0.000000
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,shift_right,eligible,,434.700558,434.700558,0.000000
random_forest,baseline,4073b459-2132-4cd0-bbfb-b239ba142919.png,shift_up,eligible,,434.700558,434.700558,0.000000
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,contraction,eligible,,145.477367,138.441723,-7.035644
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,expansion,eligible,,145.477367,150.705364,5.227997
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,scale_grow,eligible,,145.477367,136.073704,-9.403663
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,scale_shrink,eligible,,145.477367,147.673267,2.195900
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,shift_down,eligible,,145.477367,145.477367,0.000000
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,shift_left,eligible,,145.477367,145.477367,0.000000
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,shift_right,eligible,,145.477367,145.477367,0.000000
random_forest,baseline,41c76c78-7e8f-4e13-be99-40f09aa11bfe.png,shift_up,eligible,,145.477367,145.477367,0.000000
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,contraction,eligible,,78.293856,82.228469,3.934613
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,expansion,eligible,,78.293856,95.832163,17.538307
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,scale_grow,eligible,,78.293856,83.927476,5.633619
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,scale_shrink,eligible,,78.293856,76.336058,-1.957799
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,shift_down,eligible,,78.293856,78.293856,0.000000
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,shift_left,eligible,,78.293856,78.293856,0.000000
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,shift_right,eligible,,78.293856,78.293856,0.000000
random_forest,baseline,41ced0af-fa46-4ed7-9277-926706283e7a.png,shift_up,eligible,,78.293856,78.293856,0.000000
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,contraction,eligible,,455.621207,309.009053,-146.612154
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,expansion,eligible,,455.621207,436.509375,-19.111832
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,scale_grow,eligible,,455.621207,457.848205,2.226998
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,scale_shrink,eligible,,455.621207,445.956485,-9.664722
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,shift_down,eligible,,455.621207,455.621207,0.000000
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,shift_left,eligible,,455.621207,455.621207,0.000000
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,shift_right,eligible,,455.621207,455.621207,0.000000
random_forest,baseline,41e44adf-e1d4-47a0-ab86-bf2796995b8c.png,shift_up,eligible,,455.621207,455.621207,0.000000
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,contraction,rejected,insufficient_expansion_margin,191.294454,,
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,expansion,rejected,insufficient_expansion_margin,191.294454,,
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,scale_grow,eligible,,191.294454,188.236977,-3.057477
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,scale_shrink,eligible,,191.294454,182.465274,-8.829180
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,shift_down,eligible,,191.294454,191.294454,0.000000
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,shift_left,rejected,shift_cuts_foreground,191.294454,,
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,shift_right,eligible,,191.294454,191.294454,0.000000
random_forest,baseline,459b4cad-4b2d-4229-9577-8f8311fffbfd.png,shift_up,eligible,,191.294454,191.294454,0.000000
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,contraction,eligible,,352.461023,350.649794,-1.811229
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,expansion,eligible,,352.461023,401.931792,49.470769
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,scale_grow,eligible,,352.461023,357.664841,5.203818
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,scale_shrink,eligible,,352.461023,348.225864,-4.235159
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,shift_down,rejected,shift_cuts_foreground,352.461023,,
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,shift_left,eligible,,352.461023,352.461023,0.000000
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,shift_right,eligible,,352.461023,352.461023,0.000000
random_forest,baseline,45a6960d-97db-4645-9341-1ffa9adb41ce.png,shift_up,eligible,,352.461023,352.461023,0.000000
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,contraction,eligible,,353.632048,326.836603,-26.795445
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,expansion,eligible,,353.632048,462.823942,109.191893
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,scale_grow,eligible,,353.632048,357.460378,3.828330
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,scale_shrink,eligible,,353.632048,347.827369,-5.804679
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,shift_down,eligible,,353.632048,353.632048,0.000000
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,shift_left,eligible,,353.632048,353.632048,0.000000
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,shift_right,eligible,,353.632048,353.632048,0.000000
random_forest,baseline,45b84323-39e1-4e61-bcf5-0211ab417013.png,shift_up,eligible,,353.632048,353.632048,0.000000
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,contraction,eligible,,446.574878,333.886629,-112.688248
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,expansion,eligible,,446.574878,431.195849,-15.379028
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,scale_grow,eligible,,446.574878,431.297812,-15.277066
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,scale_shrink,eligible,,446.574878,429.397703,-17.177174
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,shift_down,eligible,,446.574878,446.574878,0.000000
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,shift_left,eligible,,446.574878,446.574878,0.000000
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,shift_right,eligible,,446.574878,446.574878,0.000000
random_forest,baseline,4650f99f-8515-4c80-8802-9b17dd05de8a.png,shift_up,eligible,,446.574878,446.574878,0.000000
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,contraction,eligible,,345.956164,305.759966,-40.196199
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,expansion,eligible,,345.956164,502.656013,156.699848
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,scale_grow,eligible,,345.956164,351.511249,5.555085
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,scale_shrink,eligible,,345.956164,340.262977,-5.693187
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,shift_down,eligible,,345.956164,345.956164,0.000000
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,shift_left,eligible,,345.956164,345.956164,0.000000
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,shift_right,eligible,,345.956164,345.956164,0.000000
random_forest,baseline,465781ea-a3d1-4ab5-8f16-e523d2fc61c2.png,shift_up,eligible,,345.956164,345.956164,0.000000
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,contraction,eligible,,490.270661,348.282681,-141.987981
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,expansion,eligible,,490.270661,494.644567,4.373906
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,scale_grow,eligible,,490.270661,494.386762,4.116101
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,scale_shrink,eligible,,490.270661,454.170211,-36.100450
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,shift_down,eligible,,490.270661,490.270661,0.000000
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,shift_left,eligible,,490.270661,490.270661,0.000000
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,shift_right,eligible,,490.270661,490.270661,0.000000
random_forest,baseline,469d345f-7cf5-49c1-8bd2-89c05c7f03a1.png,shift_up,eligible,,490.270661,490.270661,0.000000
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,contraction,eligible,,272.884773,282.146063,9.261291
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,expansion,eligible,,272.884773,336.730126,63.845354
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,scale_grow,eligible,,272.884773,274.259733,1.374961
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,scale_shrink,eligible,,272.884773,272.922742,0.037969
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,shift_down,eligible,,272.884773,272.884773,0.000000
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,shift_left,eligible,,272.884773,272.884773,0.000000
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,shift_right,eligible,,272.884773,272.884773,0.000000
random_forest,baseline,47282d93-8e3d-4074-a545-d020b481329e.png,shift_up,eligible,,272.884773,272.884773,0.000000
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,contraction,eligible,,390.198985,325.099822,-65.099163
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,expansion,eligible,,390.198985,443.466732,53.267747
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,scale_grow,eligible,,390.198985,388.459912,-1.739073
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,scale_shrink,eligible,,390.198985,372.940502,-17.258483
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,shift_down,eligible,,390.198985,390.198985,0.000000
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,shift_left,eligible,,390.198985,390.198985,0.000000
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,shift_right,eligible,,390.198985,390.198985,0.000000
random_forest,baseline,4776fc23-59e1-4208-8a82-692688c61a12.png,shift_up,eligible,,390.198985,390.198985,0.000000
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,contraction,eligible,,84.883335,82.074487,-2.808849
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,expansion,eligible,,84.883335,94.258016,9.374681
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,scale_grow,eligible,,84.883335,84.957513,0.074178
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,scale_shrink,eligible,,84.883335,80.200537,-4.682799
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,shift_down,eligible,,84.883335,84.883335,0.000000
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,shift_left,eligible,,84.883335,84.883335,0.000000
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,shift_right,eligible,,84.883335,84.883335,0.000000
random_forest,baseline,493098e5-da4e-47dc-80cc-eddd2c703a24.png,shift_up,eligible,,84.883335,84.883335,0.000000
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,contraction,eligible,,345.778594,349.648902,3.870308
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,expansion,eligible,,345.778594,343.899115,-1.879479
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,scale_grow,eligible,,345.778594,344.407913,-1.370682
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,scale_shrink,eligible,,345.778594,350.640351,4.861757
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,shift_down,eligible,,345.778594,345.778594,0.000000
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,shift_left,eligible,,345.778594,345.778594,0.000000
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,shift_right,eligible,,345.778594,345.778594,0.000000
random_forest,baseline,4b1e82b2-a79b-4bfd-a9bb-957f5d31f1d9.png,shift_up,eligible,,345.778594,345.778594,0.000000
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,contraction,eligible,,350.514550,270.205409,-80.309141
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,expansion,eligible,,350.514550,445.630111,95.115561
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,scale_grow,eligible,,350.514550,350.762313,0.247763
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,scale_shrink,eligible,,350.514550,353.524114,3.009563
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,shift_down,eligible,,350.514550,350.514550,0.000000
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,shift_left,eligible,,350.514550,350.514550,0.000000
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,shift_right,eligible,,350.514550,350.514550,0.000000
random_forest,baseline,4f331c6b-f314-4b86-8505-16f86af489e5.png,shift_up,eligible,,350.514550,350.514550,0.000000
random_forest,baseline,52bc017f-ab87-460f-8814-530402b1616d.png,contraction,rejected,contraction_topology_violation,493.304499,,
random_forest,baseline,52bc017f-ab87-460f-8814-530402b1616d.png,expansion,rejected,contraction_topology_violation,493.304499,,
